Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
74200.88,6.33,6.97,2.0,53215.48,4586258.02,South Anthony
81473.5,5.68,7.88,3.49,33694.99,4397463.09,New Deniseton
74923.55,5.63,8.64,4.15,14405.98,3935214.05,Lake Christinaport
62813.44,7.09,6.96,4.13,53561.99,4595710.75,Lake Kathleen
74759.16,5.56,6.51,5.0,15888.97,3799109.46,Rebeccaville
78287.75,5.19,6.59,4.02,38394.96,4147157.82,Port Adamtown
51917.66,6.46,7.28,3.27,8279.87,3397968.79,Lake Kathleen
77088.38,8.08,7.37,2.55,32997.59,4545885.6,Rebeccaville
71732.43,4.65,5.97,5.17,35502.06,3776427.4,Jenniferstad
63375.17,6.82,6.13,5.29,39798.74,4035535.16,North Jasonville
65269.35,5.54,8.92,5.05,30659.88,4097409.58,East Lucas
68737.35,5.55,7.83,5.92,38058.22,4137690.29,Jenniferstad
72665.38,5.76,6.66,3.67,34050.89,4189386.99,New Michelleville
76129.16,6.59,6.06,3.64,36087.13,4271261.57,South Anthony
61931.21,5.67,7.94,5.79,48401.77,4100558.26,Lake Christinaport
81313.6,5.61,7.29,2.08,46371.43,4514719.11,South Anthony
75439.18,6.26,7.04,5.33,24401.84,4139590.54,Lake Kathleen
68944.63,5.82,6.43,2.63,23882.37,3924966.87,South Anthony
71354.64,6.08,6.57,2.0,17048.13,3797072.58,Lake Kathleen
57344.2,6.88,6.21,2.5,55094.41,4221483.98,Lake Christinaport
79544.64,5.09,7.24,2.83,38421.66,4266900.09,North Jasonville
81888.31,5.61,6.19,4.32,39837.76,4146021.05,East Lucas
57665.74,5.21,6.1,6.31,36911.02,3723987.76,South Anthony
75877.85,5.66,8.09,3.8,38209.53,4180458.37,Lake Christinaport
82734.83,6.01,6.61,4.1,41348.91,4473697.09,Lake Kathleen
57315.46,6.04,6.59,5.57,40176.62,3954129.13,Lake Kathleen
63528.29,5.03,7.4,3.37,29605.13,3686813.46,North Jasonville
73920.47,6.69,7.24,2.0,43747.05,4527234.04,Rebeccaville
79612.44,5.35,6.79,3.05,16333.43,3829405.28,East Lucas
44877.1,6.17,6.9,3.72,44717.1,3698610.47,South Anthony
66761.43,7.33,6.07,2.31,38307.18,4153004.06,North Jasonville
64165.02,7.14,8.91,2.88,9096.11,3957402.22,North Jasonville
56097.59,6.59,5.89,3.68,39031.71,3944230.06,New Michelleville
75631.68,6.43,6.82,4.54,21755.58,4093367.24,Lake Christinaport
65579.39,7.76,7.28,4.18,23647.36,4040003.04,East Lucas
38665.19,5.16,6.42,2.41,23146.58,3002670.09,Lake Kathleen
71293.46,5.79,7.39,3.51,48275.04,4499138.39,Jenniferstad
77481.58,6.33,5.12,3.75,52614.22,4377987.94,Port Adamtown
64388.87,6.54,6.49,3.3,36805.16,3987888.69,New Michelleville
62212.58,5.44,8.04,6.41,49581.35,4161956.28,South Anthony
60479.53,5.27,5.76,3.29,23042.71,3478326.74,Lake Kathleen
69594.56,6.06,5.64,4.13,32974.49,3865511.41,Jenniferstad
57544.53,5.22,10.31,5.35,33794.83,4230451.91,Lake Christinaport
76920.57,5.56,9.03,3.68,44390.61,4438474.7,Lake Christinaport
68224.8,5.65,9.01,5.53,29472.29,4128038.03,Jenniferstad
65245.78,6.52,5.77,4.53,29686.77,3833487.42,New Michelleville
57051.8,7.55,6.16,3.99,40604.15,4044205.14,Lake Kathleen
62597.7,6.6,6.4,4.21,14636.23,3551015.2,East Lucas
38728.03,6.46,7.49,2.0,44336.52,3528667.09,Lake Kathleen
72510.29,6.75,8.68,4.65,42153.12,4539615.75,New Michelleville
75853.14,6.86,6.18,5.63,31180.84,4104044.78,Lake Christinaport
62145.58,5.04,8.41,4.93,16438.28,3606531.4,Lake Kathleen
88522.98,6.1,6.48,2.05,45495.65,4467812.23,South Anthony
69581.03,4.84,7.34,4.17,35282.81,3734584.7,Jenniferstad
72783.66,7.49,8.69,4.12,46677.34,4915057.8,Lake Christinaport
57721.69,6.96,5.87,5.06,49039.36,4125485.48,Rebeccaville
60542.26,5.56,7.66,3.68,33034.95,3915550.24,Jenniferstad
66344.98,5.52,6.95,3.64,48488.77,4165273.88,Port Adamtown
86709.24,7.06,8.85,2.63,48990.61,5049779.65,New Deniseton
65102.66,6.72,6.99,2.45,41733.91,4231318.84,Jenniferstad
63910.08,5.99,9.99,4.76,45971.57,4523407.31,Lake Christinaport
70917.23,5.78,8.39,4.69,26484.09,4328269.11,South Anthony
78732.33,5.42,6.31,6.16,42109.97,4033390.16,Rebeccaville
68414.28,5.83,8.01,3.76,34391.43,4037753.93,East Lucas
60312.42,6.62,9.76,3.61,19021.41,4024470.98,Lake Christinaport
68865.16,6.12,7.4,3.45,21640.28,3994878.45,Lake Christinaport
63309.87,5.32,7.8,2.15,34429.66,4098397.38,New Deniseton
68084.84,6.15,6.92,3.37,57842.12,4355926.7,North Jasonville
74757.22,6.99,6.71,3.64,23254.97,4277232.45,New Michelleville
69215.64,5.5,6.8,2.39,41370.26,4199726.23,New Michelleville
76891.9,7.65,6.99,3.41,42700.05,4749452.58,Port Adamtown
73864.53,6.03,7.24,5.99,36117.24,4380011.29,Rebeccaville
65912.47,4.83,7.42,2.0,44793.93,4020001.86,East Lucas
63658.18,7.16,7.09,5.47,16838.64,3850561.88,Lake Kathleen
80370.17,5.7,8.16,5.0,46574.4,4665863.96,North Jasonville
85506.3,6.93,5.72,3.14,38254.17,4609596.73,Lake Christinaport
59005.02,6.15,6.33,4.83,26675.3,3609710.93,Lake Kathleen
67873.92,5.97,6.64,4.12,39466.49,4016130.7,New Deniseton
69442.62,5.25,7.08,2.88,32424.19,3927312.1,South Anthony
49021.05,6.85,6.87,3.61,16480.22,3456059.15,Rebeccaville
68461.6,9.19,8.2,5.72,38916.46,4471116.71,North Jasonville
68454.89,6.0,7.93,3.83,15618.15,3900323.87,Lake Kathleen
80189.56,5.79,6.72,4.65,43435.3,4458354.51,Rebeccaville
76757.53,6.24,7.15,3.08,41843.26,4243604.79,New Michelleville
82339.66,6.48,4.19,4.08,32808.53,4108857.18,North Jasonville
71423.83,6.09,6.07,5.67,36546.94,3872453.14,Jenniferstad
82068.7,5.8,8.78,3.23,31640.96,4610785.23,Lake Kathleen
53892.42,5.63,7.61,3.81,35584.23,3633656.01,New Michelleville
71838.46,7.96,5.95,3.83,39799.02,4365495.38,Port Adamtown
64139.72,4.76,6.81,4.26,36292.96,3712847.34,East Lucas
53120.8,6.56,7.0,2.0,38662.09,3762949.01,New Michelleville
74004.06,5.79,5.4,5.01,25805.18,3935173.11,South Anthony
64390.19,5.17,8.77,3.26,32532.22,4135663.8,East Lucas
67566.97,6.75,7.4,4.26,20502.07,4052345.24,Jenniferstad
56902.79,7.31,6.92,3.87,39256.59,3876513.78,South Anthony
54638.4,6.71,7.25,5.12,39096.38,3977182.84,North Jasonville
92085.05,7.45,6.06,3.89,30043.51,4711978.62,East Lucas
70501.4,7.25,5.79,3.29,44389.67,4442617.34,South Anthony
60348.26,6.36,6.63,5.41,29339.64,3681752.84,Lake Christinaport
50807.51,7.29,6.31,3.28,50488.27,4126626.23,Jenniferstad
63264.68,5.64,9.92,3.38,40675.9,4242259.23,South Anthony
64851.34,8.06,7.03,4.1,32363.0,4168391.58,Jenniferstad
54224.61,5.45,7.34,2.0,40902.17,3820901.91,North Jasonville
68889.48,4.16,5.67,2.72,36502.7,3588485.68,Port Adamtown
62993.0,6.13,4.76,4.17,26603.34,3544901.08,Lake Christinaport
75271.65,6.65,7.78,4.06,25187.49,4144204.88,South Anthony
66401.78,5.24,7.12,4.31,36778.83,3843337.1,Rebeccaville
71838.28,5.41,8.16,5.18,26035.97,4028396.49,Lake Christinaport
73319.62,4.97,7.64,2.44,29924.24,3956331.28,East Lucas
68628.6,4.78,5.59,4.66,36969.57,3730822.52,New Deniseton
68649.73,6.44,5.96,2.18,40336.4,4150437.45,Port Adamtown
87334.69,6.42,7.56,2.18,24529.65,4360887.77,Port Adamtown
76535.71,6.4,7.27,2.81,55542.43,4676590.62,Lake Kathleen
86966.6,6.01,4.99,3.48,40187.06,4367516.2,New Deniseton
58590.59,4.64,6.67,4.44,41054.62,3660405.14,New Michelleville
55700.94,6.08,6.8,4.07,26463.05,3596734.57,Lake Kathleen
72496.01,4.39,7.18,4.48,46248.84,4007185.99,Rebeccaville
68657.37,6.86,6.5,3.55,18983.35,4051042.22,Port Adamtown
58973.4,6.54,5.39,3.72,32324.81,3841261.66,Rebeccaville
57028.85,6.02,5.57,4.78,45336.01,3820797.84,Lake Christinaport
75948.42,5.92,6.97,2.84,48700.11,4205845.2,New Michelleville
73346.27,7.31,9.01,3.38,27037.96,4370355.0,New Deniseton
52789.6,4.82,7.74,4.12,33351.05,3512831.51,Lake Christinaport
84894.48,5.87,7.42,2.29,16779.85,4110897.5,North Jasonville
81174.69,4.72,6.94,3.46,36201.72,4128134.5,Rebeccaville
73910.99,4.92,6.65,4.97,28219.71,3840596.37,Lake Christinaport
60682.79,5.54,7.27,2.74,40104.08,3911689.41,Port Adamtown
46700.94,6.14,6.09,6.95,34061.22,3587182.43,South Anthony
84041.66,7.29,6.07,3.26,30027.86,4444229.37,Lake Christinaport
86716.29,4.81,6.47,3.93,40123.57,4196489.29,New Deniseton
62375.21,5.07,6.41,3.49,39466.48,3721343.69,Jenniferstad
78641.83,5.46,5.21,3.33,42792.78,4083091.24,Lake Kathleen
74298.32,5.58,8.37,4.35,26724.87,4105517.44,Port Adamtown
78937.15,5.25,6.43,3.1,37541.32,4190245.38,South Anthony
72569.94,6.51,7.97,5.53,40482.86,4528352.2,New Deniseton
71519.35,6.48,5.84,4.35,35715.32,4091578.66,East Lucas
66811.35,6.2,7.3,6.06,26540.45,4015355.89,Lake Christinaport
64015.86,5.91,7.03,4.11,51651.04,4314888.5,Jenniferstad
53336.55,5.09,6.5,3.32,36769.66,3592128.61,New Deniseton
45154.8,7.03,7.59,3.21,35593.09,3932183.43,Port Adamtown
83228.13,5.32,6.13,3.1,34973.01,4120695.36,New Michelleville
79814.91,5.52,5.72,4.12,40809.1,4157552.97,East Lucas
81983.38,4.66,5.63,4.2,29657.2,3919657.48,East Lucas
59872.32,5.82,4.9,4.21,45707.61,3531958.05,Jenniferstad
55894.0,5.42,4.81,3.28,29110.8,3268954.02,North Jasonville
68874.08,7.15,4.76,4.88,29756.57,3774832.78,South Anthony
74700.86,4.82,5.53,4.5,19385.79,3640376.26,New Deniseton
50256.1,4.51,6.66,3.23,40315.99,3333263.6,Lake Christinaport
46906.61,6.66,7.93,2.0,47887.55,4063607.98,New Deniseton
67744.23,5.31,7.0,3.28,39619.42,3796412.15,Rebeccaville
62566.7,4.61,9.5,2.53,44794.68,4135682.1,New Deniseton
79356.03,6.17,5.64,2.61,24873.15,3969669.78,Jenniferstad
56125.26,7.31,6.85,4.1,21887.26,3840336.25,Rebeccaville
89366.98,6.13,5.84,4.54,33803.11,4273441.18,Jenniferstad
82475.88,5.88,6.1,3.98,31038.96,4254629.0,Lake Kathleen
74286.33,7.56,6.18,3.55,34433.12,4196545.51,New Deniseton
68917.61,5.16,8.21,6.27,29102.96,3997299.86,East Lucas
70069.18,6.55,6.37,3.47,39288.88,4350088.58,New Deniseton
66706.07,7.33,4.85,5.51,25206.97,4004022.68,Jenniferstad
70180.76,7.12,6.36,3.99,44889.96,4256889.78,Rebeccaville
66991.81,7.46,7.1,3.54,26444.87,4125329.29,North Jasonville
67208.23,4.99,6.84,5.28,38128.23,3898143.9,South Anthony
65034.25,7.74,8.98,3.65,28797.6,4380515.08,Rebeccaville
60411.39,5.9,5.92,3.8,48243.54,3869858.93,New Michelleville
75711.1,6.75,7.01,4.52,27231.42,4248168.82,Lake Christinaport
67203.78,6.2,7.57,4.62,27044.29,3919120.33,New Deniseton
66647.43,5.73,7.78,4.4,39564.98,4226939.53,Lake Kathleen
49139.43,4.93,7.0,3.22,35550.41,3599144.28,North Jasonville
58830.19,8.22,7.3,2.55,32753.18,4221121.15,South Anthony
89670.0,4.42,5.99,3.4,39186.53,4198164.93,Rebeccaville
67727.87,4.99,6.05,2.0,37782.57,3884964.47,Lake Kathleen
58466.13,6.78,9.04,3.08,44099.53,4109185.57,North Jasonville
75804.51,4.13,6.38,2.39,20114.1,3561954.62,New Michelleville
42479.6,4.35,6.98,3.43,32402.2,3215700.85,New Deniseton
56710.54,4.44,7.63,5.53,40889.23,3712526.45,Lake Christinaport
74204.24,6.89,7.18,2.89,32333.62,4252340.23,Port Adamtown
79879.61,7.49,7.28,2.09,38247.21,4580502.46,Lake Christinaport
64294.39,5.16,6.97,4.59,16036.53,3654307.76,East Lucas
74814.95,4.62,8.8,6.38,31680.72,4178621.95,New Deniseton
49972.54,3.79,5.81,5.34,26465.89,3050708.78,Jenniferstad
53227.1,4.67,7.06,2.3,65347.36,3812036.79,Jenniferstad
89783.28,3.98,6.99,3.86,29599.24,4215721.08,Jenniferstad
49609.82,4.86,5.74,4.64,30120.6,3291260.26,Lake Christinaport
87075.47,7.44,6.52,2.92,31226.41,4693453.05,Port Adamtown
68612.68,5.43,6.65,4.15,24527.15,3861335.57,Rebeccaville
72487.76,8.29,7.49,3.5,48665.46,4766391.74,Lake Kathleen
55541.76,5.08,7.37,2.56,36390.43,3707565.4,South Anthony
55810.86,5.27,7.75,3.01,46980.84,3992246.45,Lake Christinaport
55009.92,8.11,7.32,3.44,51803.82,4392650.68,Port Adamtown
71980.51,7.67,7.32,4.08,52475.56,4851979.09,Lake Kathleen
63093.77,5.95,8.05,3.29,56277.1,4437646.43,Rebeccaville
52651.31,5.96,5.09,4.65,37841.6,3547554.25,New Deniseton
65323.1,5.43,7.39,5.68,32399.76,3841523.79,North Jasonville
72375.27,6.35,4.87,2.62,19106.22,3572357.93,North Jasonville
56447.33,5.89,7.64,5.72,52471.51,4193818.43,Lake Kathleen
68085.63,6.16,6.26,4.05,27702.79,3789597.99,Port Adamtown
75249.64,5.05,7.37,4.7,30479.3,4126733.59,South Anthony
44721.1,6.82,5.74,4.36,39820.15,3497608.51,Lake Kathleen
68584.75,6.63,8.4,4.97,49581.89,4663872.08,New Deniseton
84595.51,5.31,6.59,4.51,49402.77,4498550.72,North Jasonville
68376.35,4.56,7.21,3.34,42383.58,4045137.26,Port Adamtown
66466.17,6.54,7.07,3.5,33367.44,4048117.1,New Deniseton
65942.31,6.73,6.07,3.9,25752.82,3849135.34,Lake Kathleen
56325.28,6.92,7.76,4.37,41064.09,4174120.09,Port Adamtown
67154.16,6.84,5.51,2.5,26030.83,3765771.16,South Anthony
85078.8,6.2,6.23,3.07,40314.19,4354736.79,New Deniseton
69545.98,4.89,7.32,6.05,32781.29,3721343.63,New Deniseton
74792.93,6.11,6.53,2.73,30241.49,3950444.66,South Anthony
63814.78,3.58,4.5,3.43,28725.12,3112799.64,Port Adamtown
60189.72,6.45,6.79,4.87,35967.19,3887924.05,Rebeccaville
73463.14,6.67,5.96,2.8,24788.47,3898789.72,New Michelleville
58269.54,5.58,9.98,4.62,32413.55,4039607.95,North Jasonville
55390.67,5.46,5.11,3.78,40630.96,3585522.51,East Lucas
62774.38,5.95,7.61,2.0,23814.2,3799297.0,North Jasonville
45522.26,6.32,6.58,4.3,51002.16,3935162.71,Lake Christinaport
61607.92,6.08,6.27,5.55,41644.02,3795088.35,North Jasonville
64170.92,4.69,8.77,2.0,25810.08,3859267.83,Lake Christinaport
77118.72,6.35,8.71,4.68,41210.36,4409627.64,Lake Kathleen
89522.76,6.48,7.32,5.34,47226.08,4647730.92,Rebeccaville
67114.61,5.35,8.79,5.06,35670.21,4100963.27,Lake Kathleen
57196.7,6.26,6.32,2.8,28035.24,3720828.35,North Jasonville
67541.33,6.35,8.29,5.72,30279.53,4209890.22,New Michelleville
70565.86,5.73,5.47,3.87,51971.36,4151134.61,Lake Christinaport
70120.94,7.03,7.23,4.93,26297.32,4164458.98,South Anthony
85970.3,7.82,6.53,3.81,48704.07,4919958.9,Port Adamtown
77953.37,5.84,7.65,3.37,37041.02,4345270.79,East Lucas
76959.27,5.9,7.63,2.6,34375.01,4365780.37,Port Adamtown
69241.87,5.99,7.75,4.66,44317.93,4271081.55,New Michelleville
76721.47,7.24,7.37,3.72,48044.08,4547164.67,South Anthony
59554.92,7.21,7.46,2.96,45738.2,4193539.48,New Deniseton
69453.04,5.14,7.59,3.36,42814.35,4134882.0,North Jasonville
82192.32,4.76,6.89,3.93,39380.59,4256791.71,East Lucas
88419.0,5.33,6.82,3.16,27055.41,4344319.02,North Jasonville
67551.19,4.33,4.76,3.94,36624.91,3558169.57,South Anthony
77189.82,4.88,6.98,2.0,27936.84,4221502.56,Port Adamtown
51648.13,6.33,7.48,3.87,34247.2,3747321.51,Lake Christinaport
64336.52,5.91,6.52,2.93,36494.33,3887077.63,South Anthony
79668.37,5.9,6.88,5.67,42969.0,4429445.61,East Lucas
100572.17,7.39,6.82,2.67,47097.22,5106974.67,Lake Christinaport
66522.15,5.09,6.49,2.0,49241.75,3899526.33,Lake Christinaport
83594.06,6.39,6.84,3.22,26668.54,4220361.43,Rebeccaville
64963.68,5.67,5.72,5.03,18870.19,3469992.49,Port Adamtown
65916.81,6.76,6.53,4.26,53504.62,4350869.41,South Anthony
73456.29,6.76,7.53,5.54,31687.73,4319623.77,South Anthony
76155.99,5.02,7.12,4.28,28740.89,3950294.1,East Lucas
61696.54,7.19,7.6,4.37,45189.93,4287872.87,Port Adamtown
73364.9,6.73,7.18,5.31,44651.8,4521088.74,South Anthony
76324.72,4.33,8.82,3.99,20708.35,3807298.25,Port Adamtown
68511.84,4.08,6.61,4.52,33696.56,3829218.51,New Michelleville
44402.89,5.98,7.8,4.33,45958.27,3721438.71,North Jasonville
64656.99,5.93,6.66,3.73,36088.08,3879222.91,New Deniseton
72796.61,6.02,5.73,6.27,30947.32,3927879.63,East Lucas
61638.79,5.37,5.55,3.42,47062.49,3828819.58,New Michelleville
93496.73,4.89,7.24,4.73,36508.52,4455884.13,Port Adamtown
68995.73,4.93,6.23,3.41,35268.63,3992197.97,Port Adamtown
74794.03,5.51,7.39,4.54,55718.05,4482646.39,Port Adamtown
84497.92,5.76,8.76,2.0,33992.69,4555375.96,New Michelleville
48045.86,6.89,5.17,3.84,43495.55,3710015.1,East Lucas
77553.83,7.13,6.92,2.82,20379.4,4104310.17,South Anthony
40322.55,6.43,6.62,5.78,14037.48,3239538.13,New Deniseton
78929.17,6.11,5.49,2.46,34312.19,4140245.81,Lake Christinaport
70452.07,6.92,6.6,4.65,35969.42,4161470.75,Lake Christinaport
60742.05,5.46,6.39,5.28,27797.98,3620407.94,North Jasonville
73475.62,4.62,6.01,3.77,35546.3,3775716.43,South Anthony
90123.83,5.08,7.09,4.23,27895.45,4267288.77,New Michelleville
76486.52,7.45,6.17,4.55,43082.32,4597874.16,South Anthony
93589.45,5.94,5.26,5.57,36582.44,4294643.29,North Jasonville
79130.72,5.02,6.76,3.22,24805.72,3909788.67,East Lucas
61084.73,5.4,5.96,3.61,28293.16,3558751.26,Rebeccaville
76185.46,5.66,7.34,5.84,27704.61,4003316.67,Jenniferstad
87338.78,5.59,5.38,3.89,31975.93,4275531.07,New Michelleville
59658.34,3.31,7.11,2.0,33332.99,3334755.98,South Anthony
89399.73,5.91,6.7,3.76,27050.05,4294403.33,Jenniferstad
64985.02,5.3,6.9,3.33,21379.82,3769678.46,Lake Christinaport
78044.06,7.76,5.31,5.32,29945.1,4249862.37,North Jasonville
73255.05,7.02,7.6,2.0,37249.29,4747489.06,Lake Christinaport
61411.48,7.27,6.64,4.38,28748.52,4031616.44,Jenniferstad
54022.53,6.09,8.59,3.95,36608.03,3914586.61,Lake Christinaport
70180.61,4.87,6.69,5.24,65091.45,4473930.05,South Anthony
62517.34,4.75,8.38,4.34,32206.05,3859086.71,Lake Kathleen
60997.62,3.35,6.47,3.86,46327.32,3640632.67,Port Adamtown
72992.37,7.5,9.18,3.72,43153.08,4850241.76,East Lucas
77620.27,5.42,5.17,3.05,36300.29,4012930.2,Port Adamtown
57365.24,5.44,8.15,2.96,38546.01,3950551.19,South Anthony
63660.02,6.91,4.51,3.94,46386.58,4061323.09,Jenniferstad
71568.21,6.65,7.53,5.52,39560.65,4373454.27,South Anthony
84330.91,3.97,8.19,3.75,32340.25,4149710.46,South Anthony
60138.95,6.67,5.88,6.23,29221.65,3838069.13,Lake Christinaport
58387.94,6.3,7.28,3.63,44644.31,3984530.06,South Anthony
76457.41,6.84,7.86,2.89,42378.61,4364612.3,South Anthony
71709.28,6.71,8.33,3.04,35635.05,4587681.23,South Anthony
64894.74,5.81,7.19,6.94,41205.15,3992589.47,North Jasonville
60503.55,7.45,7.44,3.66,39274.03,4275348.81,East Lucas
89057.24,7.25,6.35,4.74,33756.31,4434018.38,North Jasonville
69390.62,6.68,7.32,2.99,32087.48,4168385.68,Jenniferstad
87408.09,7.41,8.05,5.44,38377.81,4924096.86,Rebeccaville
69480.62,5.39,6.09,4.07,45603.2,4019147.35,South Anthony
70629.11,4.29,7.37,4.08,49308.97,4010758.16,Lake Christinaport
95345.72,6.27,6.45,4.99,27624.2,4442650.78,New Michelleville
83400.48,7.27,7.82,5.36,36681.43,4819231.49,Lake Christinaport
65692.79,5.92,7.42,5.93,47386.1,4244950.8,New Deniseton
53158.2,4.88,7.43,4.54,43050.02,3635370.48,East Lucas
70970.33,6.18,8.23,3.2,39955.01,4499067.0,Rebeccaville
59945.02,5.4,7.65,2.35,43472.42,4021796.82,New Deniseton
67262.93,4.94,7.21,4.16,39393.18,3733062.14,North Jasonville
59962.2,5.82,6.08,6.03,23712.69,3662727.47,Lake Kathleen
77158.66,5.92,5.99,4.85,31949.4,4171626.95,South Anthony
80395.4,7.72,7.07,4.31,30590.78,4604033.65,Rebeccaville
74735.03,5.19,7.27,3.89,35853.96,3983927.39,Jenniferstad
96272.71,4.66,7.32,3.86,31329.16,4453535.31,Port Adamtown
76143.71,5.69,8.51,3.97,8268.07,4012786.31,Jenniferstad
66656.98,5.16,6.47,4.48,26632.02,3715308.56,Lake Kathleen
63591.29,6.13,7.65,5.11,41899.38,4084445.18,Port Adamtown
77939.47,6.68,8.57,2.0,34345.93,4621558.04,North Jasonville
67501.15,7.55,7.04,3.42,34433.88,4388682.69,North Jasonville
58383.97,7.44,7.45,4.57,34262.52,4159309.22,North Jasonville
61250.78,7.17,5.71,4.79,45913.58,3984124.92,Port Adamtown
69262.71,4.94,6.4,3.99,53222.25,3995139.44,Jenniferstad
66664.63,6.47,6.04,4.27,32522.36,4021099.88,North Jasonville
68962.38,5.35,6.73,3.29,41427.79,4088294.68,South Anthony
76388.65,6.81,7.26,3.76,34526.42,4183204.19,Lake Kathleen
61143.98,7.11,7.33,5.48,21987.1,3864703.72,Port Adamtown
73630.65,6.36,7.44,4.98,37039.44,4252154.6,Lake Christinaport
78040.2,8.13,7.35,4.21,47053.13,4833348.05,New Michelleville
81124.05,6.63,7.98,4.33,41440.51,4744708.87,New Michelleville
48447.71,6.07,7.24,3.98,53220.56,4066175.54,Port Adamtown
57003.39,7.31,7.04,3.3,46238.02,4174242.72,Port Adamtown
72665.98,6.06,8.0,3.49,43159.29,4496925.03,Lake Christinaport
88349.62,6.2,6.49,4.56,50491.68,4592643.55,Lake Kathleen
59873.85,5.34,6.73,4.05,34342.65,3663801.29,South Anthony
81348.72,6.3,6.64,3.02,43324.49,4531237.48,North Jasonville
63306.97,5.35,6.59,6.12,26121.67,3594205.83,New Michelleville
44618.21,4.79,7.62,4.09,34699.79,3439982.28,Lake Kathleen
68144.86,6.89,6.76,4.68,20582.82,3956519.17,Lake Christinaport
71991.55,6.43,8.87,5.42,51295.06,4732364.07,Jenniferstad
73144.52,5.55,7.33,3.42,27762.04,4141537.46,Lake Christinaport
69890.33,7.43,5.89,2.0,53468.94,4499512.66,Lake Christinaport
65399.16,6.02,6.22,3.44,32701.71,3706248.04,New Deniseton
65480.31,6.91,7.76,4.2,36647.07,4015604.59,Jenniferstad
80467.53,5.87,9.35,3.4,36889.76,4532711.07,Lake Kathleen
54961.15,7.08,6.84,4.86,40957.0,4076345.54,Port Adamtown
43431.23,3.91,7.51,4.9,29077.28,2943557.81,Lake Kathleen
64386.53,4.43,8.68,4.68,50376.88,4200536.27,Jenniferstad
66151.08,4.65,7.47,4.3,38001.59,3799258.87,Port Adamtown
72409.63,6.95,6.14,6.0,46074.21,4286849.21,Port Adamtown
62735.33,4.84,7.15,3.81,39861.94,3862572.11,Lake Christinaport
76894.53,6.28,7.69,3.06,37883.95,4511927.38,East Lucas
53101.77,4.99,7.18,2.32,45468.74,3699957.22,Jenniferstad
75361.22,6.85,7.64,2.51,30601.65,4426130.84,South Anthony
63556.27,5.89,8.03,4.56,43189.2,4114850.2,North Jasonville
78755.82,7.06,5.49,3.26,36976.2,4368168.63,North Jasonville
61868.09,8.0,6.74,5.3,40645.69,4220683.54,Lake Kathleen
59007.92,8.26,8.01,5.72,13208.16,4199772.8,East Lucas
69796.04,7.03,7.21,7.0,41522.19,4419636.26,Lake Kathleen
60295.97,5.44,8.73,4.58,45775.56,4166790.24,Lake Kathleen
76028.54,5.99,8.59,4.54,38030.38,4670643.84,South Anthony
79821.77,6.91,7.52,2.98,35317.02,4292210.84,New Deniseton
63405.12,5.79,6.23,3.41,45697.2,3869218.04,East Lucas
87199.4,5.71,9.3,3.84,56189.77,4982163.85,Jenniferstad
50639.13,6.25,7.28,3.95,34772.75,3608093.11,North Jasonville
59254.18,5.97,7.57,2.9,30336.11,3728550.61,South Anthony
72232.63,7.33,6.82,2.84,29920.6,4194425.88,New Deniseton
41226.35,3.97,6.73,4.13,50712.51,3230838.51,North Jasonville
54624.31,7.21,7.04,5.81,51447.1,4198718.0,Port Adamtown
63734.7,5.38,6.51,4.32,48650.82,4159072.92,Port Adamtown
72077.43,7.65,8.9,4.0,51623.55,4836575.95,North Jasonville
79094.32,6.86,4.66,2.65,35999.46,4040504.48,Lake Kathleen
65045.02,4.81,5.4,2.06,27073.77,3457823.22,South Anthony
65391.49,5.68,6.63,5.18,33984.18,3861240.99,Lake Kathleen
74815.68,7.29,4.74,2.15,35720.18,4136100.69,South Anthony
54135.5,7.11,5.73,2.61,37869.19,3619354.19,South Anthony
63493.55,5.88,7.27,4.51,25829.06,3708592.26,Lake Christinaport
75058.42,5.33,6.58,5.1,55098.23,4281744.67,Port Adamtown
67801.27,6.26,7.47,4.59,37962.45,4123824.8,Lake Kathleen
93227.76,6.62,5.9,3.04,23956.1,4447567.69,Jenniferstad
57981.84,4.09,6.83,2.86,32847.85,3550915.82,Port Adamtown
53648.17,7.22,7.66,3.46,20304.66,3859110.49,Lake Christinaport
72814.48,4.99,6.35,4.25,40834.73,3978884.0,New Michelleville
54362.53,6.32,6.03,3.85,20998.89,3560291.71,Lake Christinaport
71884.6,6.09,8.24,6.29,36575.42,4151080.54,New Michelleville
56773.6,6.92,7.57,3.63,30837.69,4078499.3,Rebeccaville
69787.17,4.21,7.3,5.81,19810.35,3585184.42,North Jasonville
75761.31,7.24,8.36,4.86,48395.49,4603012.2,North Jasonville
67042.76,5.74,7.33,4.63,69464.39,4606443.5,New Deniseton
72025.38,6.22,8.03,5.7,31427.16,4178639.65,Port Adamtown
53439.03,6.25,7.47,3.84,45318.15,3970034.63,New Michelleville
80093.83,4.82,6.45,3.26,38761.62,3918003.72,Port Adamtown
92235.34,5.85,5.89,3.26,39341.1,4402736.72,South Anthony
78402.71,5.62,7.4,3.44,50898.59,4442958.18,New Michelleville
88324.78,5.19,7.63,4.14,32814.48,4463359.01,New Michelleville
67806.11,7.4,5.92,4.84,23880.65,3908716.84,South Anthony
73675.6,6.44,5.27,2.86,26198.28,3864714.99,Port Adamtown
